tiempo,prediccion,fase_aplicada,Bolivar_llegada_Cordero_cola,Bolivar_llegada_Cordero_espera,LuisCordero_entre_Bolivar_Sucre_cola,LuisCordero_entre_Bolivar_Sucre_espera
4350.0,1,1,3,1.5555555555555556,0,0.0
4351.0,0,1,4,1.7,0,0.0
4352.0,0,1,4,2.1,0,0.0
4353.0,1,1,4,2.5,0,0.0
4354.0,1,1,4,2.9,0,0.0
4355.0,0,0,5,3.4,0,0.0
4356.0,0,0,5,3.9,0,0.0
4357.0,0,0,6,4.5,0,0.0
4358.0,0,0,6,5.1,0,0.0
4359.0,0,0,6,5.7,0,0.0
4360.0,0,0,7,6.4,0,0.0
4361.0,0,0,8,7.2,0,0.0
4362.0,0,0,9,8.1,0,0.0
4363.0,0,0,9,9.0,0,0.0
4364.0,0,0,9,9.9,0,0.0
4365.0,0,0,10,10.9,0,0.0
4366.0,0,0,10,11.9,0,0.0
4367.0,0,0,10,12.9,0,0.0
4368.0,0,0,10,13.9,0,0.0
4369.0,0,0,11,13.545454545454545,0,0.0
4370.0,0,0,10,14.454545454545455,0,0.0
4371.0,0,0,10,15.363636363636363,0,0.0
4372.0,0,0,10,16.272727272727273,0,0.0
4373.0,0,0,10,17.181818181818183,0,0.0
4374.0,0,0,10,18.09090909090909,0,0.0
4375.0,0,0,10,19.0,0,0.0
4376.0,0,0,10,19.90909090909091,0,0.0
4377.0,0,0,10,20.818181818181817,0,0.0
4378.0,0,0,11,21.818181818181817,0,0.0
4379.0,0,0,11,22.818181818181817,0,0.0
4380.0,0,0,11,23.818181818181817,0,0.0
4381.0,0,0,12,22.75,0,0.0
4382.0,0,0,11,23.666666666666668,0,0.0
4383.0,0,0,11,24.583333333333332,0,0.0
4384.0,0,0,11,25.5,0,0.0
4385.0,0,0,11,26.416666666666668,0,0.0
4386.0,0,0,11,27.333333333333332,0,0.0
4387.0,0,0,12,28.333333333333332,0,0.0
4388.0,0,0,12,29.333333333333332,0,0.0
4389.0,0,0,12,30.333333333333332,0,0.0
4390.0,0,0,12,31.333333333333332,0,0.0
4391.0,0,0,12,32.333333333333336,0,0.0
4392.0,0,0,12,33.333333333333336,0,0.0
4393.0,0,0,12,34.333333333333336,0,0.0
4394.0,0,0,12,35.333333333333336,0,0.0
4395.0,0,0,12,36.333333333333336,0,0.0
4396.0,0,0,12,37.333333333333336,0,0.0
4397.0,0,0,12,38.333333333333336,0,0.0
4398.0,0,0,12,39.333333333333336,0,0.0
4399.0,0,0,12,40.333333333333336,0,0.0
4400.0,0,0,12,41.333333333333336,0,0.0
4401.0,0,0,13,39.07692307692308,0,0.0
4402.0,0,0,12,40.0,0,0.0
4403.0,0,0,12,40.92307692307692,0,0.0
4404.0,0,0,13,38.857142857142854,0,0.0
4405.0,0,0,12,39.714285714285715,0,0.0
4406.0,0,0,11,38.84615384615385,0,0.0
4407.0,0,0,10,34.92307692307692,0,0.0
4408.0,0,0,10,31.153846153846153,0,0.0
4409.0,0,0,9,27.46153846153846,0,0.0
4410.0,0,0,9,25.916666666666668,0,0.0
4411.0,0,0,8,22.083333333333332,0,0.0
4412.0,0,0,7,20.0,0,0.0
4413.0,0,0,6,15.818181818181818,1,0.25
4414.0,0,0,5,11.545454545454545,2,0.75
4415.0,0,0,4,8.1,2,1.0
4416.0,0,0,4,8.5,2,1.75
4417.0,0,0,4,4.9,2,2.25
4418.0,0,0,2,2.0,2,2.75
4419.0,1,0,1,1.0,2,3.25
4420.0,1,1,1,0.1111111111111111,2,3.75
4421.0,1,1,0,0.0,3,4.5
4422.0,1,1,0,0.0,4,5.5
4423.0,1,1,0,0.0,4,6.5
4424.0,1,1,0,0.0,4,6.0
4425.0,1,1,0,0.0,4,6.8
4426.0,1,1,0,0.0,4,7.6
4427.0,1,1,0,0.0,4,8.4
4428.0,1,1,0,0.0,4,9.2
4429.0,1,1,0,0.0,4,10.0
4430.0,1,1,0,0.0,4,10.8
4431.0,1,1,0,0.0,4,11.6
4432.0,1,1,0,0.0,5,10.5
4433.0,1,1,0,0.0,5,13.6
4434.0,1,1,0,0.0,5,14.6
4435.0,1,1,0,0.0,5,15.6
4436.0,1,1,0,0.0,5,13.833333333333334
4437.0,1,1,0,0.0,5,17.6
4438.0,1,1,0,0.0,5,15.5
4439.0,1,1,0,0.0,5,19.6
4440.0,1,1,0,0.0,5,20.6
4441.0,1,1,1,0.0,5,18.0
4442.0,1,1,0,0.0,5,18.833333333333332
4443.0,1,1,1,0.0,5,16.857142857142858
4444.0,1,1,0,0.0,5,17.571428571428573
4445.0,1,1,1,0.0,5,18.285714285714285
4446.0,1,1,0,0.0,5,16.625
4447.0,1,1,0,0.0,6,17.375
4448.0,1,1,1,0.0,6,18.125
4449.0,1,1,0,0.0,7,16.88888888888889
4450.0,1,1,0,0.0,7,19.875
4451.0,1,1,1,0.0,8,20.875
4452.0,1,1,0,0.0,8,19.444444444444443
4453.0,1,1,0,0.0,8,22.875
4454.0,1,1,1,0.0,8,23.875
4455.0,1,1,0,0.0,8,22.11111111111111
4456.0,1,1,1,0.0,8,25.875
4457.0,1,1,0,0.0,8,23.88888888888889
4458.0,1,1,0,0.0,8,27.875
4459.0,1,1,0,0.0,8,25.666666666666668
4460.0,1,1,0,0.0,8,23.9
4461.0,1,1,0,0.0,8,27.444444444444443
4462.0,1,1,0,0.0,8,28.333333333333332
4463.0,1,1,0,0.0,8,26.3
4464.0,1,1,0,0.0,8,24.636363636363637
4465.0,1,1,1,0.0,8,25.363636363636363
4466.0,1,1,0,0.0,8,23.916666666666668
4467.0,1,1,1,0.0,9,26.90909090909091
4468.0,1,1,0,0.0,9,27.727272727272727
4469.0,1,1,0,0.0,9,26.166666666666668
4470.0,1,1,1,0.0,10,29.454545454545453
4471.0,1,1,0,0.0,10,30.363636363636363
4472.0,1,1,0,0.0,11,28.75
4473.0,1,1,0,0.0,9,24.3
4474.0,1,1,0,0.0,7,16.636363636363637
4475.0,1,1,1,0.25,5,10.75
4476.0,1,1,1,0.5,3,8.4
4477.0,1,1,1,0.75,2,5.6
4478.0,1,1,1,1.0,1,2.5454545454545454
4479.0,1,1,1,1.25,0,0.0
4480.0,1,1,1,1.5,0,0.0
4481.0,1,1,2,1.4,0,0.0
4482.0,1,1,2,1.8,0,0.0
4483.0,1,1,2,2.2,0,0.0
4484.0,1,1,3,2.1666666666666665,0,0.0
4485.0,0,0,2,2.5,0,0.0
4486.0,1,0,3,3.0,0,0.0
4487.0,0,0,4,3.6666666666666665,0,0.0
4488.0,1,0,4,4.333333333333333,0,0.0
4489.0,1,0,4,5.0,0,0.0
4490.0,0,0,4,5.666666666666667,0,0.0
4491.0,0,0,4,6.333333333333333,0,0.0
4492.0,1,0,4,7.0,0,0.0
4493.0,1,0,4,7.666666666666667,0,0.0
4494.0,0,0,4,8.333333333333334,0,0.0
4495.0,0,0,5,9.166666666666666,0,0.0
4496.0,1,0,5,10.0,0,0.0
4497.0,1,0,6,11.0,0,0.0
4498.0,0,0,6,12.0,0,0.0
4499.0,0,0,6,13.0,0,0.0
4500.0,0,0,6,14.0,0,0.0
4501.0,0,0,7,12.857142857142858,0,0.0
4502.0,0,0,6,13.714285714285714,0,0.0
4503.0,0,0,6,14.571428571428571,0,0.0
4504.0,0,0,6,15.428571428571429,0,0.0
4505.0,0,0,6,16.285714285714285,0,0.0
4506.0,0,0,6,17.142857142857142,0,0.0
4507.0,0,0,6,18.0,0,0.0
4508.0,0,0,6,18.857142857142858,0,0.0
4509.0,0,0,6,19.714285714285715,0,0.0
4510.0,0,0,6,20.571428571428573,0,0.0
4511.0,0,0,6,21.428571428571427,0,0.0
4512.0,0,0,6,22.285714285714285,0,0.0
4513.0,0,0,8,20.375,0,0.0
4514.0,0,0,7,21.25,0,0.0
4515.0,0,0,7,22.125,0,0.0
4516.0,0,0,7,23.0,0,0.0
4517.0,0,0,7,23.875,0,0.0
4518.0,0,0,7,24.75,0,0.0
4519.0,0,0,7,25.625,0,0.0
4520.0,0,0,7,26.5,0,0.0
4521.0,0,0,7,27.375,0,0.0
4522.0,0,0,7,28.25,0,0.0
4523.0,0,0,7,29.125,0,0.0
4524.0,0,0,8,30.125,0,0.0
4525.0,0,0,8,31.125,0,0.0
4526.0,0,0,8,32.125,0,0.0
4527.0,0,0,8,33.125,0,0.0
4528.0,0,0,8,34.125,0,0.0
4529.0,0,0,8,35.125,0,0.0
4530.0,0,0,8,36.125,0,0.0
4531.0,0,0,8,37.125,0,0.0
4532.0,0,0,8,38.125,0,0.0
4533.0,0,0,8,39.125,0,0.0
4534.0,0,0,8,40.125,0,0.0
4535.0,0,0,8,41.125,0,0.0
4536.0,0,0,7,39.285714285714285,0,0.0
4537.0,0,0,6,32.285714285714285,1,0.5
4538.0,0,0,5,25.571428571428573,1,1.0
4539.0,0,0,4,21.833333333333332,1,1.0
4540.0,0,0,3,14.833333333333334,1,2.0
4541.0,0,0,2,9.4,2,3.0
4542.0,1,0,1,3.8,2,4.0
4543.0,1,0,1,4.0,2,5.0
4544.0,1,0,0,0.0,2,6.0
4545.0,1,1,0,0.0,2,4.666666666666667
4546.0,1,1,0,0.0,2,5.333333333333333
4547.0,1,1,0,0.0,2,6.0
4548.0,1,1,0,0.0,2,6.666666666666667
4549.0,1,1,0,0.0,2,7.333333333333333
4550.0,1,1,0,0.0,2,6.0
4551.0,1,1,0,0.0,2,8.666666666666666
4552.0,1,1,0,0.0,2,9.333333333333334
4553.0,1,1,0,0.0,3,10.333333333333334
4554.0,1,1,0,0.0,3,11.333333333333334
4555.0,1,1,0,0.0,3,12.333333333333334
4556.0,1,1,0,0.0,3,13.333333333333334
4557.0,1,1,0,0.0,3,14.333333333333334
4558.0,1,1,0,0.0,3,11.5
4559.0,1,1,0,0.0,3,12.25
4560.0,1,1,0,0.0,3,10.4
4561.0,1,1,1,0.0,3,13.75
4562.0,1,1,0,0.0,3,14.5
4563.0,1,1,0,0.0,3,15.25
4564.0,1,1,1,0.0,3,16.0
4565.0,1,1,0,0.0,4,17.0
4566.0,1,1,1,0.0,4,18.0
4567.0,1,1,0,0.0,4,19.0
4568.0,1,1,0,0.0,4,16.0
4569.0,1,1,1,0.0,4,16.8
4570.0,1,1,0,0.0,4,17.6
4571.0,1,1,1,0.0,4,15.333333333333334
4572.0,1,1,0,0.0,4,19.2
4573.0,1,1,0,0.0,4,20.0
4574.0,1,1,1,0.0,4,20.8
4575.0,1,1,0,0.0,4,18.0
4576.0,1,1,1,0.0,5,18.833333333333332
4577.0,1,1,0,0.0,5,19.666666666666668
4578.0,1,1,0,0.0,5,17.571428571428573
4579.0,1,1,0,0.0,5,18.285714285714285
4580.0,1,1,1,0.0,6,16.75
4581.0,1,1,0,0.0,6,20.0
4582.0,1,1,0,0.0,7,21.0
4583.0,1,1,1,0.0,7,22.0
4584.0,1,1,0,0.0,7,23.0
4585.0,1,1,1,0.0,7,24.0
4586.0,1,1,0,0.0,7,25.0
4587.0,1,1,0,0.0,7,22.75
4588.0,1,1,0,0.0,7,23.625
4589.0,1,1,0,0.0,7,21.77777777777778
4590.0,1,1,0,0.0,7,22.555555555555557
4591.0,1,1,0,0.0,8,21.1
4592.0,1,1,0,0.0,8,24.333333333333332
4593.0,1,1,0,0.0,8,22.7
4594.0,1,1,0,0.0,8,26.11111111111111
4595.0,1,1,0,0.0,9,27.11111111111111
4596.0,1,1,0,0.0,9,25.3
4597.0,1,1,0,0.0,9,29.11111111111111
4598.0,1,1,0,0.0,7,18.875
4599.0,1,1,1,0.3333333333333333,5,13.25
4600.0,1,1,1,0.6666666666666666,4,8.333333333333334
4601.0,1,1,2,1.3333333333333333,3,6.625
4602.0,1,1,2,2.0,2,4.714285714285714
4603.0,1,1,3,3.0,1,1.625
4604.0,0,1,3,4.0,0,0.0
4605.0,0,0,3,5.0,0,0.0
4606.0,1,0,3,6.0,0,0.0
4607.0,0,0,3,7.0,0,0.0
4608.0,1,0,3,8.0,0,0.0
4609.0,0,0,4,6.75,0,0.0
4610.0,0,0,3,7.5,0,0.0
4611.0,0,0,4,6.6,0,0.0
4612.0,0,0,3,7.2,0,0.0
4613.0,0,0,3,7.8,0,0.0
4614.0,0,0,4,7.0,0,0.0
4615.0,1,1,3,7.5,0,0.0
4616.0,0,1,3,8.0,0,0.0
4617.0,0,1,3,8.5,0,0.0
4618.0,0,1,2,6.8,0,0.0
4619.0,1,1,1,3.4,1,0.25
4620.0,1,1,0,0.0,1,0.3333333333333333
4621.0,1,1,1,0.0,1,0.5
4622.0,1,1,0,0.0,2,0.7142857142857143
4623.0,1,1,0,0.0,2,1.0
4624.0,1,1,0,0.0,4,1.5714285714285714
4625.0,1,1,0,0.0,4,1.875
4626.0,1,1,0,0.0,5,2.857142857142857
4627.0,1,1,0,0.0,6,3.7142857142857144
4628.0,1,1,0,0.0,6,4.571428571428571
4629.0,1,1,0,0.0,7,5.571428571428571
4630.0,1,1,0,0.0,7,5.75
4631.0,1,1,0,0.0,7,7.571428571428571
4632.0,1,1,0,0.0,7,7.5
4633.0,1,1,0,0.0,7,8.375
4634.0,1,1,0,0.0,7,8.222222222222221
4635.0,1,1,0,0.0,7,10.125
4636.0,1,1,0,0.0,7,9.777777777777779
4637.0,1,1,0,0.0,7,10.555555555555555
4638.0,1,1,0,0.0,8,11.444444444444445
4639.0,1,1,0,0.0,8,12.333333333333334
4640.0,1,1,0,0.0,8,11.9
4641.0,1,1,1,0.0,9,12.8
4642.0,1,1,0,0.0,9,12.454545454545455
4643.0,1,1,0,0.0,9,13.272727272727273
4644.0,1,1,1,0.0,10,14.181818181818182
4645.0,1,1,0,0.0,10,13.833333333333334
4646.0,1,1,0,0.0,10,16.0
4647.0,1,1,0,0.0,11,17.0
4648.0,1,1,0,0.0,11,16.5
4649.0,1,1,0,0.0,11,19.0
4650.0,1,1,0,0.0,11,20.0
4651.0,1,1,0,0.0,11,21.0
4652.0,1,1,0,0.0,11,22.0
4653.0,1,1,0,0.0,11,23.0
4654.0,1,1,0,0.0,11,24.0
4655.0,1,1,0,0.0,11,25.0
4656.0,1,1,0,0.0,11,26.0
4657.0,1,1,1,0.0,11,27.0
4658.0,1,1,0,0.0,11,28.0
4659.0,1,1,0,0.0,11,29.0
4660.0,1,1,0,0.0,11,30.0
4661.0,1,1,0,0.0,11,31.0
4662.0,1,1,0,0.0,11,32.0
4663.0,1,1,0,0.0,11,33.0
4664.0,1,1,0,0.0,11,34.0
4665.0,1,1,0,0.0,11,35.0
4666.0,1,1,0,0.0,11,36.0
4667.0,1,1,0,0.0,11,37.0
4668.0,1,1,0,0.0,9,35.888888888888886
4669.0,1,1,0,0.0,7,27.0
4670.0,1,1,0,0.0,5,18.88888888888889
4671.0,1,1,0,0.0,3,11.555555555555555
4672.0,1,1,0,0.0,2,8.714285714285714
4673.0,1,1,1,1.0,1,4.285714285714286
4674.0,1,1,1,2.0,0,0.0
4675.0,1,1,1,3.0,0,0.0
4676.0,1,1,1,4.0,0,0.0
4677.0,1,1,1,5.0,0,0.0
4678.0,1,1,1,6.0,0,0.0
4679.0,0,1,1,7.0,0,0.0
4680.0,0,0,1,8.0,0,0.0
4681.0,0,0,2,4.5,0,0.0
4682.0,0,0,1,5.0,0,0.0
4683.0,1,0,2,3.6666666666666665,0,0.0
4684.0,0,0,1,4.0,0,0.0
4685.0,0,0,2,3.25,0,0.0
4686.0,0,0,1,3.5,0,0.0
4687.0,0,0,2,3.0,0,0.0
4688.0,0,0,1,3.2,0,0.0
4689.0,1,0,1,3.4,0,0.0
4690.0,0,0,1,3.6,0,0.0
4691.0,0,0,2,3.1666666666666665,0,0.0
4692.0,1,0,1,3.3333333333333335,0,0.0
4693.0,0,0,1,3.5,0,0.0
4694.0,0,0,2,3.142857142857143,0,0.0
4695.0,0,0,1,3.2857142857142856,0,0.0
4696.0,0,0,1,3.4285714285714284,0,0.0
4697.0,0,0,3,3.25,0,0.0
4698.0,0,0,3,3.625,0,0.0
4699.0,0,0,3,4.0,0,0.0
4700.0,0,0,3,4.375,0,0.0
4701.0,0,0,3,4.75,0,0.0
4702.0,0,0,3,5.125,0,0.0
4703.0,0,0,3,5.5,0,0.0
4704.0,0,0,3,5.875,0,0.0
4705.0,0,0,5,5.666666666666667,0,0.0
4706.0,0,0,5,6.222222222222222,0,0.0
4707.0,0,0,6,6.888888888888889,0,0.0
4708.0,0,0,7,7.666666666666667,0,0.0
4709.0,0,0,7,8.444444444444445,0,0.0
4710.0,0,0,8,9.333333333333334,0,0.0
4711.0,0,0,8,10.222222222222221,0,0.0
4712.0,0,0,8,11.11111111111111,0,0.0
4713.0,0,0,8,12.0,0,0.0
4714.0,0,0,8,12.88888888888889,0,0.0
4715.0,0,0,9,13.88888888888889,0,0.0
4716.0,0,0,9,14.88888888888889,0,0.0
4717.0,0,0,9,15.88888888888889,0,0.0
4718.0,0,0,9,16.88888888888889,0,0.0
4719.0,0,0,9,17.88888888888889,0,0.0
4720.0,0,0,9,18.88888888888889,0,0.0
4721.0,0,0,10,17.9,0,0.0
4722.0,0,0,9,18.8,0,0.0
4723.0,0,0,9,19.7,0,0.0
4724.0,0,0,10,18.727272727272727,0,0.0
4725.0,1,1,9,19.545454545454547,0,0.0
4726.0,0,1,9,20.363636363636363,0,0.0
4727.0,0,1,9,21.181818181818183,0,0.0
4728.0,0,1,8,18.6,0,0.0
4729.0,0,1,7,16.1,1,0.3333333333333333
4730.0,0,1,6,13.5,1,0.6666666666666666
4731.0,0,1,5,12.666666666666666,1,1.0
4732.0,0,1,5,10.333333333333334,2,1.25
4733.0,0,1,4,7.888888888888889,2,1.75
4734.0,0,1,4,6.125,2,2.25
4735.0,0,0,3,3.375,3,2.4
4736.0,1,0,2,1.0,1,1.6666666666666667
4737.0,1,0,1,0.5,0,0.0
4738.0,0,0,0,0.0,0,0.0
4739.0,1,0,1,0.125,0,0.0
4740.0,0,0,1,0.25,0,0.0
4741.0,0,0,3,0.4444444444444444,0,0.0
4742.0,0,0,2,0.6666666666666666,0,0.0
4743.0,0,0,3,1.0,0,0.0
4744.0,0,0,4,1.4444444444444444,0,0.0
4745.0,0,0,4,1.8888888888888888,0,0.0
4746.0,0,0,5,2.4444444444444446,0,0.0
4747.0,0,0,6,3.111111111111111,0,0.0
4748.0,0,0,6,3.7777777777777777,0,0.0
4749.0,0,0,7,4.555555555555555,0,0.0
4750.0,0,0,8,5.444444444444445,0,0.0
4751.0,0,0,8,6.333333333333333,0,0.0
4752.0,0,0,9,7.333333333333333,0,0.0
4753.0,0,0,10,7.5,0,0.0
4754.0,0,0,9,8.4,0,0.0
4755.0,0,0,10,8.454545454545455,0,0.0
4756.0,0,0,9,9.272727272727273,0,0.0
4757.0,0,0,9,10.090909090909092,0,0.0
4758.0,0,0,10,10.0,0,0.0
4759.0,0,0,9,10.75,0,0.0
4760.0,0,0,9,11.5,0,0.0
4761.0,0,0,9,12.25,0,0.0
4762.0,0,0,10,13.083333333333334,0,0.0
4763.0,0,0,10,13.916666666666666,0,0.0
4764.0,0,0,11,14.833333333333334,0,0.0
4765.0,1,1,11,15.75,0,0.0
4766.0,0,1,11,16.666666666666668,0,0.0
4767.0,0,1,12,17.666666666666668,0,0.0
4768.0,0,1,11,17.636363636363637,1,0.25
4769.0,0,1,10,16.0,1,0.6666666666666666
4770.0,0,1,9,15.8,1,1.0
4771.0,0,1,8,13.9,1,1.0
4772.0,0,1,7,12.0,2,1.5
4773.0,0,1,6,11.11111111111111,2,2.0
4774.0,1,1,5,8.88888888888889,2,2.0
4775.0,0,0,4,7.375,2,2.4
4776.0,0,0,3,4.75,1,1.0
4777.0,1,0,2,3.125,0,0.0
4778.0,1,0,1,1.5,0,0.0
4779.0,1,0,0,0.0,0,0.0
4780.0,1,0,1,0.125,0,0.0
4781.0,0,0,1,0.25,0,0.0
4782.0,0,0,1,0.375,0,0.0
4783.0,1,0,2,0.625,0,0.0
4784.0,0,0,3,1.0,0,0.0
4785.0,1,1,3,1.375,0,0.0
4786.0,0,1,4,1.875,0,0.0
4787.0,0,1,4,2.375,0,0.0
4788.0,0,1,4,2.142857142857143,0,0.0
4789.0,0,1,4,1.8571428571428572,1,0.5
4790.0,0,1,4,1.8333333333333333,1,1.0
4791.0,0,1,3,1.5,2,2.0
4792.0,0,1,3,1.3333333333333333,2,2.0
4793.0,1,1,2,1.2,2,2.0
4794.0,1,1,1,0.6,2,3.3333333333333335
4795.0,1,1,0,0.0,2,4.0
4796.0,1,1,0,0.0,2,3.5
4797.0,1,1,0,0.0,2,5.333333333333333
4798.0,1,1,0,0.0,2,6.0
4799.0,1,1,0,0.0,3,7.0
4800.0,1,1,0,0.0,3,8.0
4801.0,1,1,1,0.0,3,9.0
4802.0,1,1,0,0.0,3,7.5
4803.0,1,1,0,0.0,3,8.25
4804.0,1,1,1,0.0,3,7.2
4805.0,1,1,0,0.0,3,7.8
4806.0,1,1,0,0.0,3,8.4
4807.0,1,1,1,0.0,3,9.0
4808.0,1,1,0,0.0,3,9.6
4809.0,1,1,0,0.0,3,10.2
4810.0,1,1,1,0.0,4,11.0
4811.0,1,1,0,0.0,4,11.8
4812.0,1,1,1,0.0,5,10.666666666666666
4813.0,1,1,0,0.0,5,13.8
4814.0,1,1,1,0.0,5,14.8
4815.0,1,1,0,0.0,5,15.8
4816.0,1,1,0,0.0,5,16.8
4817.0,1,1,1,0.0,5,17.8
4818.0,1,1,0,0.0,5,18.8
4819.0,1,1,0,0.0,5,16.5
4820.0,1,1,1,0.0,5,14.857142857142858
4821.0,1,1,0,0.0,5,18.166666666666668
4822.0,1,1,1,0.0,5,19.0
4823.0,1,1,0,0.0,5,19.833333333333332
4824.0,1,1,0,0.0,5,20.666666666666668
4825.0,1,1,1,0.0,5,21.5
4826.0,1,1,0,0.0,5,19.142857142857142
4827.0,1,1,0,0.0,6,20.0
4828.0,1,1,0,0.0,6,20.857142857142858
4829.0,1,1,0,0.0,6,19.0
4830.0,1,1,0,0.0,7,22.714285714285715
4831.0,1,1,0,0.0,7,23.714285714285715
4832.0,1,1,0,0.0,7,24.714285714285715
4833.0,1,1,0,0.0,7,25.714285714285715
4834.0,1,1,0,0.0,7,23.375
4835.0,1,1,0,0.0,7,27.714285714285715
4836.0,1,1,0,0.0,7,25.125
4837.0,1,1,0,0.0,7,23.11111111111111
4838.0,1,1,0,0.0,5,21.857142857142858
4839.0,1,1,0,0.0,5,15.714285714285714
4840.0,1,1,1,0.3333333333333333,4,10.428571428571429
4841.0,1,1,2,1.0,3,7.5
4842.0,1,1,2,1.6666666666666667,2,2.4285714285714284
4843.0,1,1,3,2.6666666666666665,1,0.7142857142857143
4844.0,1,1,3,3.6666666666666665,0,0.0
4845.0,0,0,3,4.666666666666667,0,0.0
4846.0,0,0,3,5.666666666666667,0,0.0
4847.0,1,0,3,6.666666666666667,0,0.0
4848.0,0,0,3,7.666666666666667,0,0.0
4849.0,0,0,4,6.5,0,0.0
4850.0,1,0,3,7.25,0,0.0
4851.0,0,0,3,8.0,0,0.0
4852.0,1,0,3,8.75,0,0.0
4853.0,0,0,3,9.5,0,0.0
4854.0,1,0,3,10.25,0,0.0
4855.0,0,0,3,11.0,0,0.0
4856.0,0,0,3,11.75,0,0.0
4857.0,0,0,3,12.5,0,0.0
4858.0,0,0,3,13.25,0,0.0
4859.0,0,0,3,14.0,0,0.0
4860.0,0,0,3,14.75,0,0.0
4861.0,0,0,4,12.4,0,0.0
4862.0,0,0,4,13.2,0,0.0
4863.0,0,0,4,14.0,0,0.0
4864.0,0,0,4,14.8,0,0.0
4865.0,0,0,4,15.6,0,0.0
4866.0,0,0,4,16.4,0,0.0
4867.0,0,0,4,17.2,0,0.0
4868.0,0,0,4,18.0,0,0.0
4869.0,0,0,4,18.8,0,0.0
4870.0,0,0,4,19.6,0,0.0
4871.0,0,0,4,20.4,0,0.0
4872.0,0,0,4,21.2,0,0.0
4873.0,0,0,4,22.0,0,0.0
4874.0,0,0,4,22.8,0,0.0
4875.0,0,0,5,23.8,0,0.0
4876.0,0,0,5,24.8,0,0.0
4877.0,0,0,5,25.8,0,0.0
4878.0,0,0,5,26.8,0,0.0
4879.0,0,0,5,27.8,0,0.0
4880.0,0,0,5,28.8,0,0.0
4881.0,0,0,6,24.833333333333332,0,0.0
4882.0,0,0,5,25.666666666666668,0,0.0
4883.0,0,0,5,26.5,0,0.0
4884.0,0,0,6,23.428571428571427,0,0.0
4885.0,0,0,5,24.142857142857142,0,0.0
4886.0,0,0,5,24.857142857142858,0,0.0
4887.0,0,0,5,25.571428571428573,0,0.0
4888.0,0,0,5,26.285714285714285,0,0.0
4889.0,0,0,5,27.0,0,0.0
4890.0,0,0,5,27.714285714285715,0,0.0
4891.0,0,0,5,28.428571428571427,0,0.0
4892.0,0,0,5,29.142857142857142,0,0.0
4893.0,0,0,5,29.857142857142858,0,0.0
4894.0,0,0,6,30.714285714285715,0,0.0
4895.0,0,0,6,31.571428571428573,0,0.0
4896.0,0,0,5,28.333333333333332,0,0.0
4897.0,0,0,6,17.0,0,0.0
4898.0,0,0,4,9.714285714285714,0,0.0
4899.0,0,0,4,4.857142857142857,0,0.0
4900.0,0,0,2,1.5714285714285714,0,0.0
4901.0,0,0,1,0.7142857142857143,0,0.0
4902.0,0,0,1,0.0,0,0.0
4903.0,1,0,0,0.0,0,0.0
4904.0,1,0,0,0.0,0,0.0
4905.0,1,1,0,0.0,2,0.6666666666666666
4906.0,1,1,0,0.0,2,2.0
4907.0,1,1,1,0.16666666666666666,2,3.0
4908.0,1,1,0,0.0,2,4.0
4909.0,1,1,0,0.0,2,5.0
4910.0,1,1,0,0.0,2,6.0
4911.0,1,1,0,0.0,2,7.0
4912.0,1,1,0,0.0,2,8.0
4913.0,1,1,0,0.0,2,9.0
4914.0,1,1,0,0.0,2,10.0
4915.0,1,1,0,0.0,2,7.333333333333333
4916.0,1,1,0,0.0,2,8.0
4917.0,1,1,0,0.0,2,8.666666666666666
4918.0,1,1,0,0.0,2,9.333333333333334
4919.0,1,1,0,0.0,2,10.0
4920.0,1,1,0,0.0,2,10.666666666666666
4921.0,1,1,1,0.0,2,11.333333333333334
4922.0,1,1,0,0.0,2,9.0
4923.0,1,1,1,0.0,2,9.5
4924.0,1,1,0,0.0,3,10.25
4925.0,1,1,0,0.0,3,11.0
4926.0,1,1,1,0.0,3,11.75
4927.0,1,1,0,0.0,3,12.5
4928.0,1,1,1,0.0,3,13.25
4929.0,1,1,0,0.0,4,14.25
4930.0,1,1,0,0.0,4,15.25
4931.0,1,1,1,0.0,4,16.25
4932.0,1,1,0,0.0,4,13.8
4933.0,1,1,0,0.0,4,18.25
4934.0,1,1,1,0.0,4,19.25
4935.0,1,1,1,0.16666666666666666,4,20.25
4936.0,1,1,0,0.0,4,21.25
4937.0,1,1,1,0.0,4,22.25
4938.0,1,1,0,0.0,4,15.5
4939.0,1,1,0,0.0,4,19.4
4940.0,1,1,0,0.0,4,20.2
4941.0,1,1,0,0.0,4,21.0
4942.0,1,1,0,0.0,5,22.0
4943.0,1,1,0,0.0,5,19.166666666666668
4944.0,1,1,0,0.0,5,24.0
4945.0,1,1,1,0.0,5,20.833333333333332
4946.0,1,1,0,0.0,5,21.666666666666668
4947.0,1,1,0,0.0,5,22.5
4948.0,1,1,0,0.0,5,20.0
4949.0,1,1,0,0.0,5,20.714285714285715
4950.0,1,1,0,0.0,6,16.77777777777778
4951.0,1,1,0,0.0,6,19.625
4952.0,1,1,0,0.0,7,16.4
4953.0,1,1,0,0.0,7,19.0
4954.0,1,1,0,0.0,7,19.77777777777778
4955.0,1,1,0,0.0,7,20.555555555555557
4956.0,1,1,0,0.0,7,21.333333333333332
4957.0,1,1,0,0.0,7,22.11111111111111
4958.0,1,1,0,0.0,6,16.88888888888889
4959.0,1,1,0,0.0,5,12.875
