tiempo,prediccion,fase_aplicada,BenignoMalo_entre_Bolivar_Sucre_cola,BenignoMalo_entre_Bolivar_Sucre_espera,Sucre_llegada_BenignoMalo_cola,Sucre_llegada_BenignoMalo_espera
10940,,0,0,0.0,1,24.0
10945,,0,0,0.0,1,29.0
10950,,1,0,0.0,1,34.0
10955,,2,0,0.0,0,0.0
10960,,2,0,0.0,0,0.0
10965,,2,0,0.0,0,0.0
10970,,2,1,3.0,0,0.0
10975,,2,1,8.0,0,0.0
10980,,2,1,13.0,0,0.0
10985,,2,2,22.0,0,0.0
10990,,2,2,32.0,0,0.0
10995,,2,2,42.0,0,0.0
11000,,3,2,52.0,0,0.0
11005,,0,0,0.0,0,0.0
11010,,0,0,0.0,0,0.0
11015,,0,0,0.0,0,0.0
11020,,0,0,0.0,1,3.0
11025,,0,0,0.0,1,8.0
11030,,0,0,0.0,1,13.0
11035,,0,0,0.0,1,18.0
11040,,0,0,0.0,2,25.0
11045,,0,0,0.0,3,38.0
11050,,1,0,0.0,3,53.0
11055,,2,0,0.0,0,0.0
11060,,2,0,0.0,0,0.0
11065,,2,0,0.0,0,0.0
11070,,2,0,0.0,0,0.0
11075,,2,0,0.0,0,0.0
11080,,2,0,0.0,0,0.0
11085,,2,1,1.0,0,0.0
11090,,2,1,6.0,0,0.0
11095,,2,1,11.0,0,0.0
11100,,3,1,16.0,0,0.0
11105,,0,0,0.0,0,0.0
11110,,0,0,0.0,0,0.0
11115,,0,0,0.0,0,0.0
11120,,0,0,0.0,0,0.0
11125,,0,0,0.0,1,1.0
11130,,0,0,0.0,2,7.0
11135,,0,0,0.0,4,23.0
11140,,0,0,0.0,5,48.0
11145,,0,0,0.0,6,76.0
11150,,1,0,0.0,8,111.0
11155,,2,0,0.0,4,32.0
11160,,2,0,0.0,0,0.0
11165,,2,2,6.0,0,0.0
11170,,2,3,18.0,0,0.0
11175,,2,4,37.0,0,0.0
11180,,2,4,57.0,0,0.0
11185,,2,5,78.0,0,0.0
11190,,2,6,107.0,0,0.0
11195,,2,8,142.0,0,0.0
11200,,3,9,185.0,0,0.0
11205,,0,1,19.0,0,0.0
11210,,0,0,0.0,0,0.0
11215,,0,0,0.0,0,0.0
11220,,0,0,0.0,2,5.0
11225,,0,0,0.0,2,15.0
11230,,0,0,0.0,2,25.0
11235,,0,0,0.0,2,35.0
11240,,0,0,0.0,2,45.0
11245,,0,0,0.0,2,55.0
11250,,1,0,0.0,2,65.0
11255,,2,0,0.0,0,0.0
11260,,2,0,0.0,0,0.0
11265,,2,0,0.0,0,0.0
11270,,2,1,1.0,0,0.0
11275,,2,1,6.0,0,0.0
11280,,2,1,11.0,0,0.0
11285,,2,1,16.0,0,0.0
11290,,2,1,21.0,0,0.0
11295,,2,1,26.0,0,0.0
11300,,3,1,31.0,0,0.0
11305,,0,0,0.0,0,0.0
11310,,0,0,0.0,0,0.0
11315,,0,0,0.0,0,0.0
11320,,0,0,0.0,0,0.0
11325,,0,0,0.0,0,0.0
11330,,0,0,0.0,0,0.0
11335,,0,0,0.0,0,0.0
11340,,0,0,0.0,0,0.0
11345,,0,0,0.0,0,0.0
11350,,1,0,0.0,0,0.0
11355,,2,0,0.0,0,0.0
11360,,2,0,0.0,0,0.0
11365,,2,0,0.0,0,0.0
11370,,2,1,4.0,0,0.0
11375,,2,1,9.0,0,0.0
11380,,2,1,14.0,0,0.0
11385,,2,1,19.0,0,0.0
11390,,2,2,28.0,0,0.0
11395,,2,2,38.0,0,0.0
11400,,3,2,48.0,0,0.0
11405,,0,0,0.0,1,3.0
11410,,0,0,0.0,2,9.0
11415,,0,0,0.0,3,20.0
11420,,0,0,0.0,3,35.0
11425,,0,0,0.0,3,50.0
11430,,0,0,0.0,3,65.0
11435,,0,0,0.0,3,80.0
11440,,0,0,0.0,3,95.0
11445,,0,0,0.0,3,110.0
11450,,1,0,0.0,3,125.0
11455,,2,0,0.0,0,0.0
11460,,2,0,0.0,0,0.0
11465,,2,1,3.0,0,0.0
11470,,2,1,8.0,0,0.0
11475,,2,2,18.0,0,0.0
11480,,2,2,28.0,0,0.0
11485,,2,2,38.0,0,0.0
11490,,2,2,48.0,0,0.0
11495,,2,2,58.0,0,0.0
11500,,3,2,68.0,0,0.0
11505,,0,0,0.0,0,0.0
11510,,0,0,0.0,0,0.0
11515,,0,0,0.0,0,0.0
11520,,0,0,0.0,0,0.0
11525,,0,0,0.0,0,0.0
11530,,0,0,0.0,0,0.0
11535,,0,0,0.0,0,0.0
11540,,0,0,0.0,0,0.0
11545,,0,0,0.0,1,4.0
11550,,1,0,0.0,1,9.0
11555,,2,0,0.0,0,0.0
11560,,2,0,0.0,0,0.0
11565,,2,0,0.0,0,0.0
11570,,2,0,0.0,0,0.0
11575,,2,0,0.0,0,0.0
11580,,2,0,0.0,0,0.0
11585,,2,0,0.0,0,0.0
11590,,2,0,0.0,0,0.0
11595,,2,0,0.0,0,0.0
11600,,3,2,5.0,0,0.0
11605,,0,0,0.0,0,0.0
11610,,0,0,0.0,0,0.0
11615,,0,0,0.0,0,0.0
11620,,0,0,0.0,0,0.0
11625,,0,1,1.0,0,0.0
11630,,0,0,0.0,0,0.0
11635,,0,0,0.0,0,0.0
11640,,0,0,0.0,0,0.0
11645,,0,0,0.0,0,0.0
11650,,1,0,0.0,0,0.0
11655,,2,0,0.0,0,0.0
11660,,2,1,1.0,0,0.0
11665,,2,1,6.0,0,0.0
11670,,2,2,14.0,0,0.0
11675,,2,4,32.0,0,0.0
11680,,2,5,53.0,0,0.0
11685,,2,5,78.0,0,0.0
11690,,2,5,103.0,0,0.0
11695,,2,5,128.0,0,0.0
11700,,3,5,153.0,0,0.0
11705,,0,0,0.0,0,0.0
11710,,0,0,0.0,0,0.0
11715,,0,0,0.0,0,0.0
11720,,0,0,0.0,0,0.0
11725,,0,0,0.0,0,0.0
11730,,0,0,0.0,0,0.0
11735,,0,0,0.0,0,0.0
11740,,0,0,0.0,1,1.0
11745,,0,0,0.0,1,6.0
11750,,1,0,0.0,1,11.0
11755,,2,0,0.0,0,0.0
11760,,2,0,0.0,0,0.0
11765,,2,0,0.0,0,0.0
11770,,2,0,0.0,0,0.0
11775,,2,0,0.0,0,0.0
11780,,2,0,0.0,0,0.0
11785,,2,0,0.0,0,0.0
11790,,2,0,0.0,0,0.0
11795,,2,0,0.0,0,0.0
11800,,3,0,0.0,0,0.0
11805,,0,0,0.0,2,5.0
11810,,0,0,0.0,3,20.0
11815,,0,0,0.0,3,35.0
11820,,0,0,0.0,3,50.0
11825,,0,0,0.0,3,65.0
11830,,0,0,0.0,3,80.0
11835,,0,0,0.0,3,95.0
11840,,0,0,0.0,3,110.0
11845,,0,0,0.0,3,125.0
11850,,1,0,0.0,3,140.0
11855,,2,0,0.0,0,0.0
11860,,2,0,0.0,0,0.0
11865,,2,0,0.0,0,0.0
11870,,2,1,3.0,0,0.0
11875,,2,1,8.0,0,0.0
11880,,2,1,13.0,0,0.0
11885,,2,1,18.0,0,0.0
11890,,2,1,23.0,0,0.0
11895,,2,1,28.0,0,0.0
11900,,3,1,33.0,0,0.0
11905,,0,0,0.0,0,0.0
11910,,0,0,0.0,0,0.0
11915,,0,0,0.0,1,2.0
11920,,0,0,0.0,1,7.0
11925,,0,0,0.0,1,12.0
11930,,0,0,0.0,1,17.0
11935,,0,0,0.0,2,24.0
11940,,0,0,0.0,3,39.0
11945,,0,0,0.0,3,54.0
11950,,1,0,0.0,4,71.0
11955,,2,0,0.0,0,0.0
11960,,2,0,0.0,0,0.0
11965,,2,0,0.0,0,0.0
11970,,2,0,0.0,0,0.0
11975,,2,0,0.0,0,0.0
11980,,2,0,0.0,0,0.0
11985,,2,0,0.0,0,0.0
11990,,2,0,0.0,0,0.0
11995,,2,0,0.0,0,0.0
12000,,3,0,0.0,0,0.0
12005,,0,0,0.0,1,1.0
12010,,0,0,0.0,3,11.0
12015,,0,0,0.0,3,26.0
12020,,0,0,0.0,3,41.0
12025,,0,0,0.0,3,56.0
12030,,0,0,0.0,3,71.0
12035,,0,0,0.0,3,86.0
12040,,0,0,0.0,3,101.0
12045,,0,0,0.0,3,116.0
12050,,1,0,0.0,3,131.0
12055,,2,0,0.0,0,0.0
12060,,2,0,0.0,0,0.0
12065,,2,0,0.0,0,0.0
12070,,2,1,1.0,0,0.0
12075,,2,3,11.0,0,0.0
12080,,2,3,26.0,0,0.0
12085,,2,5,45.0,0,0.0
12090,,2,6,73.0,0,0.0
12095,,2,7,104.0,0,0.0
12100,,3,8,142.0,0,0.0
12105,,0,0,0.0,0,0.0
12110,,0,0,0.0,0,0.0
12115,,0,0,0.0,0,0.0
12120,,0,0,0.0,0,0.0
12125,,0,0,0.0,0,0.0
12130,,0,0,0.0,0,0.0
12135,,0,0,0.0,1,4.0
12140,,0,0,0.0,1,9.0
12145,,0,0,0.0,1,14.0
12150,,1,0,0.0,1,19.0
12155,,2,0,0.0,0,0.0
12160,,2,0,0.0,0,0.0
12165,,2,0,0.0,0,0.0
12170,,2,0,0.0,0,0.0
12175,,2,0,0.0,0,0.0
12180,,2,0,0.0,0,0.0
12185,,2,0,0.0,0,0.0
12190,,2,0,0.0,0,0.0
12195,,2,0,0.0,0,0.0
12200,,3,1,1.0,0,0.0
12205,,0,0,0.0,0,0.0
12210,,0,0,0.0,0,0.0
12215,,0,0,0.0,0,0.0
12220,,0,0,0.0,0,0.0
12225,,0,0,0.0,1,3.0
12230,,0,0,0.0,1,8.0
12235,,0,0,0.0,1,13.0
12240,,0,0,0.0,1,18.0
12245,,0,0,0.0,1,23.0
12250,,1,0,0.0,1,28.0
12255,,2,0,0.0,0,0.0
12260,,2,0,0.0,0,0.0
12265,,2,0,0.0,0,0.0
12270,,2,0,0.0,0,0.0
12275,,2,0,0.0,0,0.0
12280,,2,2,5.0,0,0.0
12285,,2,2,15.0,0,0.0
12290,,2,2,25.0,0,0.0
12295,,2,2,35.0,0,0.0
12300,,3,2,45.0,0,0.0
12305,,0,0,0.0,0,0.0
12310,,0,0,0.0,0,0.0
12315,,0,0,0.0,1,3.0
12320,,0,0,0.0,1,8.0
12325,,0,0,0.0,1,13.0
12330,,0,0,0.0,2,23.0
12335,,0,0,0.0,2,33.0
12340,,0,0,0.0,2,43.0
12345,,0,0,0.0,2,53.0
12350,,1,0,0.0,2,63.0
12355,,2,0,0.0,0,0.0
12360,,2,0,0.0,0,0.0
12365,,2,0,0.0,0,0.0
12370,,2,0,0.0,0,0.0
12375,,2,0,0.0,0,0.0
12380,,2,0,0.0,0,0.0
12385,,2,0,0.0,0,0.0
12390,,2,0,0.0,0,0.0
12395,,2,0,0.0,0,0.0
12400,,3,0,0.0,0,0.0
12405,,0,0,0.0,0,0.0
12410,,0,0,0.0,0,0.0
12415,,0,0,0.0,0,0.0
12420,,0,0,0.0,0,0.0
12425,,0,0,0.0,0,0.0
12430,,0,0,0.0,0,0.0
12435,,0,0,0.0,2,7.0
12440,,0,0,0.0,4,23.0
12445,,0,0,0.0,6,52.0
12450,,1,0,0.0,6,82.0
12455,,2,1,2.0,2,17.0
12460,,2,1,7.0,0,0.0
12465,,2,2,13.0,0,0.0
12470,,2,2,23.0,0,0.0
12475,,2,4,38.0,0,0.0
12480,,2,4,58.0,0,0.0
12485,,2,5,79.0,0,0.0
12490,,2,6,108.0,0,0.0
12495,,2,7,143.0,0,0.0
12500,,3,8,183.0,0,0.0
12505,,0,0,0.0,0,0.0
12510,,0,0,0.0,0,0.0
12515,,0,0,0.0,0,0.0
12520,,0,0,0.0,0,0.0
12525,,0,0,0.0,0,0.0
12530,,0,0,0.0,0,0.0
12535,,0,0,0.0,0,0.0
12540,,0,0,0.0,0,0.0
12545,,0,0,0.0,0,0.0
12550,,1,0,0.0,0,0.0
12555,,2,0,0.0,0,0.0
12560,,2,0,0.0,0,0.0
12565,,2,0,0.0,0,0.0
12570,,2,1,3.0,0,0.0
12575,,2,1,8.0,0,0.0
12580,,2,1,13.0,0,0.0
12585,,2,1,18.0,0,0.0
12590,,2,1,23.0,0,0.0
12595,,2,1,28.0,0,0.0
12600,,3,1,33.0,0,0.0
12605,,0,0,0.0,0,0.0
12610,,0,0,0.0,1,3.0
12615,,0,0,0.0,1,8.0
12620,,0,0,0.0,1,13.0
12625,,0,0,0.0,1,18.0
12630,,0,0,0.0,1,23.0
12635,,0,0,0.0,1,28.0
12640,,0,0,0.0,1,33.0
12645,,0,0,0.0,1,38.0
12650,,1,0,0.0,1,43.0
12655,,2,0,0.0,0,0.0
12660,,2,0,0.0,0,0.0
12665,,2,0,0.0,0,0.0
12670,,2,0,0.0,0,0.0
12675,,2,0,0.0,0,0.0
12680,,2,0,0.0,0,0.0
12685,,2,0,0.0,0,0.0
12690,,2,1,5.0,0,0.0
12695,,2,1,10.0,0,0.0
12700,,3,1,15.0,0,0.0
12705,,0,0,0.0,0,0.0
12710,,0,0,0.0,0,0.0
12715,,0,0,0.0,0,0.0
12720,,0,0,0.0,1,2.0
12725,,0,0,0.0,2,12.0
12730,,0,0,0.0,2,22.0
12735,,0,0,0.0,2,32.0
12740,,0,0,0.0,2,42.0
12745,,0,0,0.0,2,52.0
12750,,1,0,0.0,3,66.0
12755,,2,0,0.0,0,0.0
12760,,2,0,0.0,0,0.0
12765,,2,1,4.0,0,0.0
12770,,2,2,14.0,0,0.0
12775,,2,2,24.0,0,0.0
12780,,2,3,35.0,0,0.0
12785,,2,3,50.0,0,0.0
12790,,2,3,65.0,0,0.0
12795,,2,3,80.0,0,0.0
12800,,3,3,95.0,0,0.0
12805,,0,0,0.0,0,0.0
12810,,0,0,0.0,0,0.0
12815,,0,0,0.0,0,0.0
12820,,0,0,0.0,0,0.0
12825,,0,0,0.0,0,0.0
12830,,0,0,0.0,0,0.0
12835,,0,0,0.0,0,0.0
12840,,0,0,0.0,0,0.0
12845,,0,0,0.0,0,0.0
12850,,1,0,0.0,0,0.0
12855,,2,0,0.0,0,0.0
12860,,2,0,0.0,0,0.0
12865,,2,0,0.0,0,0.0
12870,,2,0,0.0,0,0.0
12875,,2,0,0.0,0,0.0
12880,,2,0,0.0,0,0.0
12885,,2,0,0.0,0,0.0
12890,,2,0,0.0,0,0.0
12895,,2,1,1.0,0,0.0
12900,,3,2,8.0,0,0.0
12905,,0,0,0.0,0,0.0
12910,,0,0,0.0,0,0.0
12915,,0,0,0.0,0,0.0
12920,,0,0,0.0,0,0.0
12925,,0,0,0.0,0,0.0
12930,,0,0,0.0,0,0.0
12935,,0,0,0.0,0,0.0
12940,,0,0,0.0,0,0.0
12945,,0,0,0.0,0,0.0
12950,,1,0,0.0,0,0.0
12955,,2,0,0.0,0,0.0
12960,,2,0,0.0,0,0.0
12965,,2,0,0.0,0,0.0
12970,,2,0,0.0,0,0.0
12975,,2,1,4.0,0,0.0
12980,,2,3,13.0,0,0.0
12985,,2,3,28.0,0,0.0
12990,,2,3,43.0,0,0.0
12995,,2,3,58.0,0,0.0
13000,,3,3,73.0,0,0.0
13005,,0,0,0.0,0,0.0
13010,,0,0,0.0,0,0.0
13015,,0,0,0.0,0,0.0
13020,,0,0,0.0,0,0.0
13025,,0,0,0.0,0,0.0
13030,,0,0,0.0,0,0.0
13035,,0,0,0.0,0,0.0
13040,,0,0,0.0,0,0.0
13045,,0,0,0.0,2,8.0
13050,,1,0,0.0,2,18.0
13055,,2,0,0.0,0,0.0
13060,,2,0,0.0,0,0.0
13065,,2,1,1.0,0,0.0
13070,,2,1,6.0,0,0.0
13075,,2,1,11.0,0,0.0
13080,,2,1,16.0,0,0.0
13085,,2,2,23.0,0,0.0
13090,,2,2,33.0,0,0.0
13095,,2,2,43.0,0,0.0
13100,,3,2,53.0,0,0.0
13105,,0,0,0.0,0,0.0
13110,,0,0,0.0,0,0.0
13115,,0,0,0.0,1,2.0
13120,,0,0,0.0,3,16.0
13125,,0,0,0.0,3,31.0
13130,,0,0,0.0,4,47.0
13135,,0,0,0.0,4,67.0
13140,,0,0,0.0,4,87.0
13145,,0,0,0.0,4,107.0
13150,,1,0,0.0,4,127.0
13155,,2,0,0.0,0,0.0
13160,,2,0,0.0,0,0.0
13165,,2,0,0.0,0,0.0
13170,,2,2,5.0,0,0.0
13175,,2,2,15.0,0,0.0
13180,,2,2,25.0,0,0.0
13185,,2,2,35.0,0,0.0
13190,,2,2,45.0,0,0.0
13195,,2,2,55.0,0,0.0
13200,,3,2,65.0,0,0.0
13205,,0,0,0.0,0,0.0
13210,,0,0,0.0,0,0.0
13215,,0,0,0.0,0,0.0
13220,,0,0,0.0,1,1.0
13225,,0,0,0.0,1,6.0
13230,,0,0,0.0,1,11.0
13235,,0,0,0.0,1,16.0
13240,,0,0,0.0,1,21.0
13245,,0,0,0.0,2,30.0
13250,,1,0,0.0,3,44.0
13255,,2,0,0.0,0,0.0
13260,,2,0,0.0,0,0.0
13265,,2,0,0.0,0,0.0
13270,,2,0,0.0,0,0.0
13275,,2,0,0.0,0,0.0
13280,,2,0,0.0,0,0.0
13285,,2,0,0.0,0,0.0
13290,,2,0,0.0,0,0.0
13295,,2,0,0.0,0,0.0
13300,,3,0,0.0,0,0.0
13305,,0,0,0.0,2,5.0
13310,,0,0,0.0,4,20.0
13315,,0,0,0.0,4,40.0
13320,,0,0,0.0,4,60.0
13325,,0,0,0.0,4,80.0
13330,,0,0,0.0,5,104.0
13335,,0,0,0.0,5,129.0
13340,,0,0,0.0,5,154.0
13345,,0,0,0.0,5,179.0
13350,,1,0,0.0,5,204.0
13355,,2,0,0.0,0,0.0
13360,,2,0,0.0,0,0.0
13365,,2,0,0.0,0,0.0
13370,,2,2,4.0,0,0.0
13375,,2,3,19.0,0,0.0
13380,,2,4,36.0,0,0.0
13385,,2,5,61.0,0,0.0
13390,,2,7,91.0,0,0.0
13395,,2,9,134.0,0,0.0
13400,,3,9,179.0,0,0.0
13405,,0,1,13.0,1,1.0
13410,,0,0,0.0,1,6.0
13415,,0,0,0.0,1,11.0
13420,,0,0,0.0,1,16.0
13425,,0,0,0.0,1,21.0
13430,,0,0,0.0,1,26.0
13435,,0,0,0.0,1,31.0
13440,,0,0,0.0,1,36.0
13445,,0,0,0.0,1,41.0
13450,,1,0,0.0,1,46.0
13455,,2,0,0.0,0,0.0
13460,,2,0,0.0,0,0.0
13465,,2,1,3.0,0,0.0
13470,,2,1,8.0,0,0.0
13475,,2,1,13.0,0,0.0
13480,,2,1,18.0,0,0.0
13485,,2,1,23.0,0,0.0
13490,,2,1,28.0,0,0.0
13495,,2,1,33.0,0,0.0
13500,,3,1,38.0,0,0.0
13505,,0,0,0.0,1,1.0
13510,,0,0,0.0,2,9.0
13515,,0,0,0.0,2,19.0
13520,,0,0,0.0,2,29.0
13525,,0,0,0.0,2,39.0
13530,,0,0,0.0,3,52.0
13535,,0,0,0.0,3,67.0
13540,,0,0,0.0,3,82.0
13545,,0,0,0.0,3,97.0
13550,,1,0,0.0,3,112.0
13555,,2,0,0.0,0,0.0
13560,,2,0,0.0,0,0.0
13565,,2,0,0.0,0,0.0
13570,,2,1,5.0,0,0.0
13575,,2,1,10.0,0,0.0
13580,,2,1,15.0,0,0.0
13585,,2,1,20.0,0,0.0
13590,,2,2,30.0,0,0.0
13595,,2,2,40.0,0,0.0
13600,,3,2,50.0,0,0.0
13605,,0,0,0.0,0,0.0
13610,,0,0,0.0,0,0.0
13615,,0,0,0.0,0,0.0
13620,,0,0,0.0,0,0.0
13625,,0,0,0.0,1,5.0
13630,,0,0,0.0,1,10.0
13635,,0,0,0.0,1,15.0
13640,,0,0,0.0,2,25.0
13645,,0,0,0.0,2,35.0
13650,,1,0,0.0,2,45.0
13655,,2,0,0.0,0,0.0
13660,,2,0,0.0,0,0.0
13665,,2,0,0.0,0,0.0
13670,,2,0,0.0,0,0.0
13675,,2,0,0.0,0,0.0
13680,,2,0,0.0,0,0.0
13685,,2,1,1.0,0,0.0
13690,,2,1,6.0,0,0.0
13695,,2,1,11.0,0,0.0
13700,,3,1,16.0,0,0.0
13705,,0,0,0.0,0,0.0
13710,,0,0,0.0,0,0.0
13715,,0,0,0.0,0,0.0
13720,,0,0,0.0,0,0.0
13725,,0,0,0.0,0,0.0
13730,,0,0,0.0,0,0.0
13735,,0,0,0.0,1,4.0
13740,,0,0,0.0,4,18.0
13745,,0,0,0.0,5,42.0
13750,,1,0,0.0,5,67.0
13755,,2,1,4.0,0,0.0
13760,,2,1,9.0,0,0.0
13765,,2,1,14.0,0,0.0
13770,,2,1,19.0,0,0.0
13775,,2,1,24.0,0,0.0
13780,,2,2,34.0,0,0.0
13785,,2,3,45.0,0,0.0
13790,,2,5,64.0,0,0.0
13795,,2,6,91.0,0,0.0
13800,,3,7,124.0,0,0.0
13805,,0,0,0.0,0,0.0
13810,,0,0,0.0,0,0.0
13815,,0,0,0.0,0,0.0
13820,,0,0,0.0,0,0.0
13825,,0,0,0.0,0,0.0
13830,,0,0,0.0,1,4.0
13835,,0,0,0.0,1,9.0
13840,,0,0,0.0,1,14.0
13845,,0,0,0.0,1,19.0
13850,,1,0,0.0,1,24.0
13855,,2,0,0.0,0,0.0
13860,,2,0,0.0,0,0.0
13865,,2,0,0.0,0,0.0
13870,,2,0,0.0,0,0.0
13875,,2,2,4.0,0,0.0
13880,,2,2,14.0,0,0.0
13885,,2,2,24.0,0,0.0
13890,,2,2,34.0,0,0.0
13895,,2,2,44.0,0,0.0
13900,,3,2,54.0,0,0.0
13905,,0,0,0.0,0,0.0
13910,,0,0,0.0,0,0.0
13915,,0,0,0.0,0,0.0
13920,,0,0,0.0,1,5.0
13925,,0,0,0.0,1,10.0
13930,,0,0,0.0,1,15.0
13935,,0,0,0.0,1,20.0
13940,,0,0,0.0,1,25.0
13945,,0,0,0.0,1,30.0
13950,,1,0,0.0,1,35.0
13955,,2,1,4.0,0,0.0
13960,,2,1,9.0,0,0.0
13965,,2,1,14.0,0,0.0
13970,,2,1,19.0,0,0.0
13975,,2,1,24.0,0,0.0
13980,,2,1,29.0,0,0.0
13985,,2,2,35.0,0,0.0
13990,,2,3,46.0,0,0.0
13995,,2,3,61.0,0,0.0
14000,,3,3,76.0,0,0.0
14005,,0,0,0.0,1,3.0
14010,,0,0,0.0,1,8.0
14015,,0,0,0.0,1,13.0
14020,,0,0,0.0,1,18.0
14025,,0,0,0.0,1,23.0
14030,,0,0,0.0,2,30.0
14035,,0,0,0.0,3,45.0
14040,,0,0,0.0,3,60.0
14045,,0,0,0.0,3,75.0
14050,,1,0,0.0,3,90.0
14055,,2,0,0.0,0,0.0
14060,,2,0,0.0,0,0.0
14065,,2,0,0.0,0,0.0
14070,,2,1,4.0,0,0.0
14075,,2,1,9.0,0,0.0
14080,,2,1,14.0,0,0.0
14085,,2,1,19.0,0,0.0
14090,,2,1,24.0,0,0.0
14095,,2,1,29.0,0,0.0
14100,,3,1,34.0,0,0.0
14105,,0,0,0.0,0,0.0
14110,,0,0,0.0,0,0.0
14115,,0,0,0.0,0,0.0
14120,,0,0,0.0,0,0.0
14125,,0,0,0.0,0,0.0
14130,,0,0,0.0,0,0.0
14135,,0,0,0.0,1,4.0
14140,,0,0,0.0,1,9.0
14145,,0,0,0.0,1,14.0
14150,,1,0,0.0,1,19.0
14155,,2,0,0.0,0,0.0
14160,,2,0,0.0,0,0.0
14165,,2,0,0.0,0,0.0
14170,,2,0,0.0,0,0.0
14175,,2,0,0.0,0,0.0
14180,,2,0,0.0,0,0.0
14185,,2,0,0.0,0,0.0
14190,,2,0,0.0,0,0.0
14195,,2,0,0.0,0,0.0
14200,,3,0,0.0,0,0.0
14205,,0,0,0.0,1,1.0
14210,,0,0,0.0,1,6.0
14215,,0,0,0.0,1,11.0
14220,,0,0,0.0,1,16.0
14225,,0,0,0.0,1,21.0
14230,,0,0,0.0,1,26.0
14235,,0,0,0.0,1,31.0
14240,,0,0,0.0,1,36.0
14245,,0,0,0.0,1,41.0
14250,,1,0,0.0,1,46.0
14255,,2,0,0.0,0,0.0
14260,,2,0,0.0,0,0.0
14265,,2,0,0.0,0,0.0
14270,,2,0,0.0,0,0.0
14275,,2,2,8.0,0,0.0
14280,,2,4,25.0,0,0.0
14285,,2,5,50.0,0,0.0
14290,,2,5,75.0,0,0.0
14295,,2,5,100.0,0,0.0
14300,,3,5,125.0,0,0.0
14305,,0,0,0.0,0,0.0
14310,,0,0,0.0,0,0.0
14315,,0,0,0.0,0,0.0
14320,,0,0,0.0,1,3.0
14325,,0,0,0.0,1,8.0
14330,,0,0,0.0,1,13.0
14335,,0,0,0.0,1,18.0
14340,,0,0,0.0,1,23.0
14345,,0,0,0.0,1,28.0
14350,,1,0,0.0,2,38.0
14355,,2,0,0.0,0,0.0
14360,,2,0,0.0,0,0.0
14365,,2,1,2.0,0,0.0
14370,,2,1,7.0,0,0.0
14375,,2,1,12.0,0,0.0
14380,,2,1,17.0,0,0.0
14385,,2,1,22.0,0,0.0
14390,,2,1,27.0,0,0.0
14395,,2,1,32.0,0,0.0
14400,,3,1,37.0,0,0.0
14405,,0,0,0.0,0,0.0
14410,,0,0,0.0,0,0.0
14415,,0,0,0.0,0,0.0
14420,,0,0,0.0,0,0.0
14425,,0,0,0.0,1,3.0
14430,,0,0,0.0,3,16.0
14435,,0,0,0.0,3,31.0
14440,,0,0,0.0,3,46.0
14445,,0,0,0.0,3,61.0
14450,,1,0,0.0,3,76.0
14455,,2,0,0.0,0,0.0
14460,,2,0,0.0,0,0.0
14465,,2,0,0.0,0,0.0
14470,,2,2,7.0,0,0.0
14475,,2,2,17.0,0,0.0
14480,,2,2,27.0,0,0.0
14485,,2,2,37.0,0,0.0
14490,,2,2,47.0,0,0.0
14495,,2,2,57.0,0,0.0
14500,,3,2,67.0,0,0.0
14505,,0,0,0.0,0,0.0
14510,,0,0,0.0,0,0.0
14515,,0,0,0.0,0,0.0
14520,,0,0,0.0,0,0.0
14525,,0,0,0.0,1,4.0
14530,,0,0,0.0,1,9.0
14535,,0,0,0.0,1,14.0
14540,,0,0,0.0,1,19.0
14545,,0,0,0.0,1,24.0
14550,,1,0,0.0,1,29.0
14555,,2,0,0.0,0,0.0
14560,,2,0,0.0,0,0.0
14565,,2,0,0.0,0,0.0
14570,,2,1,3.0,0,0.0
14575,,2,1,8.0,0,0.0
14580,,2,1,13.0,0,0.0
14585,,2,1,18.0,0,0.0
14590,,2,1,23.0,0,0.0
14595,,2,1,28.0,0,0.0
14600,,3,1,33.0,0,0.0
14605,,0,0,0.0,1,3.0
14610,,0,0,0.0,3,13.0
14615,,0,0,0.0,3,28.0
14620,,0,0,0.0,4,47.0
14625,,0,0,0.0,4,67.0
14630,,0,0,0.0,4,87.0
14635,,0,0,0.0,4,107.0
14640,,0,0,0.0,4,127.0
14645,,0,0,0.0,4,147.0
14650,,1,0,0.0,4,167.0
14655,,2,1,3.0,0,0.0
14660,,2,1,8.0,0,0.0
14665,,2,1,13.0,0,0.0
14670,,2,2,20.0,0,0.0
14675,,2,4,34.0,0,0.0
14680,,2,4,54.0,0,0.0
14685,,2,6,79.0,0,0.0
14690,,2,6,109.0,0,0.0
14695,,2,8,146.0,0,0.0
14700,,3,9,191.0,0,0.0
14705,,0,1,22.0,0,0.0
14710,,0,0,0.0,0,0.0
14715,,0,0,0.0,0,0.0
14720,,0,0,0.0,0,0.0
14725,,0,0,0.0,0,0.0
14730,,0,0,0.0,0,0.0
14735,,0,0,0.0,0,0.0
14740,,0,0,0.0,0,0.0
14745,,0,0,0.0,0,0.0
14750,,1,0,0.0,0,0.0
14755,,2,0,0.0,0,0.0
14760,,2,0,0.0,0,0.0
14765,,2,0,0.0,0,0.0
14770,,2,0,0.0,0,0.0
14775,,2,0,0.0,0,0.0
14780,,2,0,0.0,0,0.0
14785,,2,0,0.0,0,0.0
14790,,2,0,0.0,0,0.0
