tiempo,prediccion,fase_aplicada,BenignoMalo_entre_Bolivar_Sucre_cola,BenignoMalo_entre_Bolivar_Sucre_espera,Sucre_llegada_BenignoMalo_cola,Sucre_llegada_BenignoMalo_espera
25400,,3,13,233.0,0,0.0
25405,,0,5,94.0,1,3.0
25410,,0,1,2.0,4,17.0
25415,,0,0,0.0,8,51.0
25420,,0,0,0.0,10,99.0
25425,,0,0,0.0,10,149.0
25430,,0,0,0.0,10,199.0
25435,,0,0,0.0,10,249.0
25440,,0,0,0.0,10,299.0
25445,,0,0,0.0,10,349.0
25450,,1,0,0.0,10,399.0
25455,,2,0,0.0,5,207.0
25460,,2,1,4.0,0,0.0
25465,,2,2,14.0,0,0.0
25470,,2,3,27.0,0,0.0
25475,,2,6,54.0,0,0.0
25480,,2,7,86.0,0,0.0
25485,,2,10,128.0,0,0.0
25490,,2,11,182.0,0,0.0
25495,,2,14,247.0,0,0.0
25500,,3,14,317.0,0,0.0
25505,,0,4,67.0,2,5.0
25510,,0,2,8.0,5,23.0
25515,,0,0,0.0,8,58.0
25520,,0,0,0.0,11,108.0
25525,,0,0,0.0,11,163.0
25530,,0,0,0.0,11,218.0
25535,,0,0,0.0,11,273.0
25540,,0,0,0.0,11,328.0
25545,,0,0,0.0,11,383.0
25550,,1,0,0.0,11,438.0
25555,,2,1,3.0,6,245.0
25560,,2,2,12.0,2,85.0
25565,,2,4,29.0,0,0.0
25570,,2,6,55.0,0,0.0
25575,,2,7,90.0,0,0.0
25580,,2,8,126.0,0,0.0
25585,,2,9,170.0,0,0.0
25590,,2,12,227.0,0,0.0
25595,,2,13,292.0,0,0.0
25600,,3,16,363.0,0,0.0
25605,,0,7,74.0,1,4.0
25610,,0,0,0.0,4,20.0
25615,,0,0,0.0,7,48.0
25620,,0,0,0.0,10,92.0
25625,,0,0,0.0,11,146.0
25630,,0,0,0.0,11,201.0
25635,,0,0,0.0,11,256.0
25640,,0,0,0.0,11,311.0
25645,,0,0,0.0,11,366.0
25650,,1,0,0.0,11,421.0
25655,,2,1,1.0,6,232.0
25660,,2,1,6.0,2,42.0
25665,,2,1,11.0,2,5.0
25670,,2,2,21.0,1,1.0
25675,,2,4,36.0,0,0.0
25680,,2,6,63.0,0,0.0
25685,,2,9,102.0,0,0.0
25690,,2,10,151.0,0,0.0
25695,,2,12,205.0,0,0.0
25700,,3,13,266.0,0,0.0
25705,,0,7,118.0,1,3.0
25710,,0,4,46.0,4,17.0
25715,,0,0,0.0,8,48.0
25720,,0,0,0.0,10,93.0
25725,,0,0,0.0,11,147.0
25730,,0,0,0.0,11,202.0
25735,,0,0,0.0,11,257.0
25740,,0,0,0.0,11,312.0
25745,,0,0,0.0,11,367.0
25750,,1,0,0.0,11,422.0
25755,,2,1,3.0,6,235.0
25760,,2,1,8.0,1,39.0
25765,,2,1,13.0,0,0.0
25770,,2,3,24.0,0,0.0
25775,,2,5,43.0,0,0.0
25780,,2,6,71.0,0,0.0
25785,,2,9,109.0,0,0.0
25790,,2,9,154.0,0,0.0
25795,,2,11,201.0,0,0.0
25800,,3,13,264.0,0,0.0
25805,,0,5,107.0,1,4.0
25810,,0,1,1.0,4,20.0
25815,,0,0,0.0,7,50.0
25820,,0,0,0.0,11,97.0
25825,,0,0,0.0,11,152.0
25830,,0,0,0.0,11,207.0
25835,,0,0,0.0,11,262.0
25840,,0,0,0.0,11,317.0
25845,,0,0,0.0,11,372.0
25850,,1,0,0.0,11,427.0
25855,,2,2,5.0,6,237.0
25860,,2,3,20.0,1,41.0
25865,,2,3,35.0,0,0.0
25870,,2,4,54.0,0,0.0
25875,,2,4,74.0,0,0.0
25880,,2,7,105.0,0,0.0
25885,,2,8,143.0,0,0.0
25890,,2,10,191.0,0,0.0
25895,,2,12,246.0,0,0.0
25900,,3,14,314.0,0,0.0
25905,,0,5,99.0,2,5.0
25910,,0,1,1.0,5,23.0
25915,,0,0,0.0,7,56.0
25920,,0,0,0.0,10,102.0
25925,,0,0,0.0,10,152.0
25930,,0,0,0.0,10,202.0
25935,,0,0,0.0,10,252.0
25940,,0,0,0.0,10,302.0
25945,,0,0,0.0,10,352.0
25950,,1,0,0.0,10,402.0
25955,,2,0,0.0,5,204.0
25960,,2,1,2.0,0,0.0
25965,,2,1,7.0,0,0.0
25970,,2,3,17.0,0,0.0
25975,,2,4,37.0,0,0.0
25980,,2,7,65.0,0,0.0
25985,,2,10,107.0,0,0.0
25990,,2,12,160.0,0,0.0
25995,,2,13,222.0,0,0.0
26000,,3,14,292.0,0,0.0
26005,,0,4,70.0,2,4.0
26010,,0,0,0.0,6,26.0
26015,,0,0,0.0,8,59.0
26020,,0,0,0.0,10,104.0
26025,,0,0,0.0,11,159.0
26030,,0,0,0.0,11,214.0
26035,,0,0,0.0,11,269.0
26040,,0,0,0.0,11,324.0
26045,,0,0,0.0,11,379.0
26050,,1,0,0.0,11,434.0
26055,,2,1,3.0,6,239.0
26060,,2,1,8.0,1,40.0
26065,,2,1,13.0,0,0.0
26070,,2,2,23.0,0,0.0
26075,,2,5,41.0,0,0.0
26080,,2,7,75.0,0,0.0
26085,,2,9,116.0,0,0.0
26090,,2,11,167.0,0,0.0
26095,,2,14,232.0,0,0.0
26100,,3,15,307.0,0,0.0
26105,,0,7,81.0,1,5.0
26110,,0,0,0.0,4,19.0
26115,,0,0,0.0,7,45.0
26120,,0,0,0.0,10,89.0
26125,,0,0,0.0,10,139.0
26130,,0,0,0.0,10,189.0
26135,,0,0,0.0,10,239.0
26140,,0,0,0.0,10,289.0
26145,,0,0,0.0,10,339.0
26150,,1,0,0.0,10,389.0
26155,,2,1,1.0,5,197.0
26160,,2,1,6.0,0,0.0
26165,,2,1,11.0,2,4.0
26170,,2,2,18.0,0,0.0
26175,,2,4,36.0,0,0.0
26180,,2,4,56.0,0,0.0
26185,,2,6,80.0,0,0.0
26190,,2,8,115.0,0,0.0
26195,,2,10,162.0,0,0.0
26200,,3,10,212.0,0,0.0
26205,,0,3,43.0,1,1.0
26210,,0,0,0.0,4,16.0
26215,,0,0,0.0,7,43.0
26220,,0,0,0.0,9,82.0
26225,,0,0,0.0,10,132.0
26230,,0,0,0.0,10,182.0
26235,,0,0,0.0,10,232.0
26240,,0,0,0.0,10,282.0
26245,,0,0,0.0,10,332.0
26250,,1,0,0.0,10,382.0
26255,,2,0,0.0,5,192.0
26260,,2,0,0.0,0,0.0
26265,,2,0,0.0,0,0.0
26270,,2,1,1.0,0,0.0
26275,,2,3,14.0,0,0.0
26280,,2,5,34.0,0,0.0
26285,,2,8,68.0,0,0.0
26290,,2,11,118.0,0,0.0
26295,,2,11,173.0,0,0.0
26300,,3,13,235.0,0,0.0
26305,,0,6,108.0,3,8.0
26310,,0,2,15.0,5,28.0
26315,,0,0,0.0,8,61.0
26320,,0,0,0.0,10,105.0
26325,,0,0,0.0,10,155.0
26330,,0,0,0.0,10,205.0
26335,,0,0,0.0,10,255.0
26340,,0,0,0.0,10,305.0
26345,,0,0,0.0,10,355.0
26350,,1,0,0.0,10,405.0
26355,,2,2,3.0,6,248.0
26360,,2,2,13.0,1,41.0
26365,,2,3,25.0,0,0.0
26370,,2,4,45.0,0,0.0
26375,,2,6,71.0,0,0.0
26380,,2,8,109.0,0,0.0
26385,,2,8,149.0,0,0.0
26390,,2,8,189.0,0,0.0
26395,,2,9,232.0,0,0.0
26400,,3,10,282.0,0,0.0
26405,,0,4,81.0,1,3.0
26410,,0,0,0.0,5,19.0
26415,,0,0,0.0,8,51.0
26420,,0,0,0.0,10,97.0
26425,,0,0,0.0,10,147.0
26430,,0,0,0.0,10,197.0
26435,,0,0,0.0,10,247.0
26440,,0,0,0.0,10,297.0
26445,,0,0,0.0,10,347.0
26450,,1,0,0.0,10,397.0
26455,,2,0,0.0,5,203.0
26460,,2,2,6.0,0,0.0
26465,,2,2,16.0,0,0.0
26470,,2,2,26.0,0,0.0
26475,,2,3,41.0,0,0.0
26480,,2,5,61.0,0,0.0
26485,,2,7,93.0,0,0.0
26490,,2,10,136.0,0,0.0
26495,,2,10,186.0,0,0.0
26500,,3,11,239.0,0,0.0
26505,,0,5,80.0,3,10.0
26510,,0,1,10.0,7,37.0
26515,,0,0,0.0,9,77.0
26520,,0,0,0.0,10,127.0
26525,,0,0,0.0,10,177.0
26530,,0,0,0.0,10,227.0
26535,,0,0,0.0,10,277.0
26540,,0,0,0.0,10,327.0
26545,,0,0,0.0,10,377.0
26550,,1,0,0.0,10,427.0
26555,,2,0,0.0,5,218.0
26560,,2,1,5.0,3,48.0
26565,,2,1,10.0,4,10.0
26570,,2,1,15.0,1,1.0
26575,,2,3,27.0,0,0.0
26580,,2,6,53.0,0,0.0
26585,,2,8,90.0,0,0.0
26590,,2,8,130.0,0,0.0
26595,,2,10,177.0,0,0.0
26600,,3,12,232.0,0,0.0
26605,,0,4,86.0,1,2.0
26610,,0,1,1.0,4,18.0
26615,,0,0,0.0,7,49.0
26620,,0,0,0.0,10,96.0
26625,,0,0,0.0,10,146.0
26630,,0,0,0.0,10,196.0
26635,,0,0,0.0,10,246.0
26640,,0,0,0.0,10,296.0
26645,,0,0,0.0,10,346.0
26650,,1,0,0.0,10,396.0
26655,,2,1,4.0,5,203.0
26660,,2,3,15.0,1,43.0
26665,,2,5,35.0,0,0.0
26670,,2,6,62.0,0,0.0
26675,,2,8,99.0,0,0.0
26680,,2,10,145.0,0,0.0
26685,,2,13,203.0,0,0.0
26690,,2,15,270.0,0,0.0
26695,,2,17,350.0,0,0.0
26700,,3,17,435.0,0,0.0
26705,,0,10,132.0,3,11.0
26710,,0,3,38.0,6,34.0
26715,,0,0,0.0,9,71.0
26720,,0,0,0.0,10,121.0
26725,,0,0,0.0,10,171.0
26730,,0,0,0.0,10,221.0
26735,,0,0,0.0,10,271.0
26740,,0,0,0.0,10,321.0
26745,,0,0,0.0,10,371.0
26750,,1,1,2.0,10,421.0
26755,,2,2,8.0,5,213.0
26760,,2,2,18.0,0,0.0
26765,,2,2,28.0,0,0.0
26770,,2,3,40.0,0,0.0
26775,,2,5,59.0,0,0.0
26780,,2,6,87.0,0,0.0
26785,,2,8,124.0,0,0.0
26790,,2,9,168.0,0,0.0
26795,,2,10,214.0,0,0.0
26800,,3,11,267.0,0,0.0
26805,,0,4,39.0,2,6.0
26810,,0,0,0.0,4,24.0
26815,,0,0,0.0,7,51.0
26820,,0,0,0.0,10,94.0
26825,,0,0,0.0,10,144.0
26830,,0,0,0.0,10,194.0
26835,,0,0,0.0,10,244.0
26840,,0,0,0.0,10,294.0
26845,,0,0,0.0,10,344.0
26850,,1,0,0.0,10,394.0
26855,,2,1,3.0,5,196.0
26860,,2,1,8.0,0,0.0
26865,,2,2,14.0,0,0.0
26870,,2,3,29.0,0,0.0
26875,,2,5,48.0,0,0.0
26880,,2,8,81.0,0,0.0
26885,,2,9,124.0,0,0.0
26890,,2,10,170.0,0,0.0
26895,,2,11,224.0,0,0.0
26900,,3,11,279.0,1,1.0
26905,,0,6,110.0,3,11.0
26910,,0,3,29.0,6,33.0
26915,,0,0,0.0,9,73.0
26920,,0,0,0.0,10,122.0
26925,,0,0,0.0,10,172.0
26930,,0,0,0.0,10,222.0
26935,,0,0,0.0,10,272.0
26940,,0,0,0.0,10,322.0
26945,,0,0,0.0,10,372.0
26950,,1,0,0.0,10,422.0
26955,,2,1,3.0,5,215.0
26960,,2,1,8.0,1,44.0
26965,,2,1,13.0,0,0.0
26970,,2,1,18.0,0,0.0
26975,,2,4,30.0,0,0.0
26980,,2,5,52.0,0,0.0
26985,,2,5,77.0,0,0.0
26990,,2,6,104.0,0,0.0
26995,,2,7,139.0,0,0.0
27000,,3,10,180.0,0,0.0
27005,,0,4,39.0,2,4.0
27010,,0,0,0.0,5,22.0
27015,,0,0,0.0,8,54.0
27020,,0,0,0.0,10,103.0
27025,,0,0,0.0,10,153.0
27030,,0,0,0.0,10,203.0
27035,,0,0,0.0,10,253.0
27040,,0,0,0.0,10,303.0
27045,,0,0,0.0,10,353.0
27050,,1,0,0.0,10,403.0
27055,,2,3,8.0,5,206.0
27060,,2,3,23.0,1,44.0
27065,,2,4,43.0,0,0.0
27070,,2,7,72.0,0,0.0
27075,,2,8,111.0,0,0.0
27080,,2,9,155.0,0,0.0
27085,,2,12,207.0,0,0.0
27090,,2,14,271.0,0,0.0
27095,,2,15,343.0,0,0.0
27100,,3,17,424.0,0,0.0
27105,,0,8,119.0,2,6.0
27110,,0,5,47.0,5,25.0
27115,,0,0,0.0,7,58.0
27120,,0,0,0.0,9,99.0
27125,,0,0,0.0,11,151.0
27130,,0,0,0.0,11,206.0
27135,,0,0,0.0,11,261.0
27140,,0,0,0.0,11,316.0
27145,,0,0,0.0,11,371.0
27150,,1,0,0.0,11,426.0
27155,,2,0,0.0,6,231.0
27160,,2,1,2.0,1,37.0
27165,,2,2,12.0,0,0.0
27170,,2,4,28.0,0,0.0
27175,,2,4,48.0,0,0.0
27180,,2,8,78.0,0,0.0
27185,,2,10,123.0,0,0.0
27190,,2,10,173.0,0,0.0
27195,,2,10,223.0,0,0.0
27200,,3,10,273.0,0,0.0
27205,,0,0,0.0,2,5.0
27210,,0,0,0.0,4,22.0
27215,,0,0,0.0,6,47.0
27220,,0,0,0.0,10,88.0
27225,,0,0,0.0,10,138.0
27230,,0,0,0.0,10,188.0
27235,,0,0,0.0,10,238.0
27240,,0,0,0.0,10,288.0
27245,,0,0,0.0,10,338.0
27250,,1,0,0.0,10,388.0
27255,,2,1,4.0,5,193.0
27260,,2,1,9.0,0,0.0
27265,,2,1,14.0,0,0.0
27270,,2,1,19.0,0,0.0
27275,,2,3,29.0,0,0.0
27280,,2,4,49.0,0,0.0
27285,,2,4,69.0,0,0.0
27290,,2,6,94.0,0,0.0
27295,,2,7,125.0,0,0.0
27300,,3,9,165.0,0,0.0
27305,,0,2,21.0,2,8.0
27310,,0,0,0.0,5,29.0
27315,,0,0,0.0,9,67.0
27320,,0,0,0.0,10,117.0
27325,,0,0,0.0,10,167.0
27330,,0,0,0.0,10,217.0
27335,,0,0,0.0,10,267.0
27340,,0,0,0.0,10,317.0
27345,,0,0,0.0,10,367.0
27350,,1,0,0.0,10,417.0
27355,,2,0,0.0,5,213.0
27360,,2,0,0.0,0,0.0
27365,,2,0,0.0,0,0.0
27370,,2,0,0.0,0,0.0
27375,,2,1,1.0,0,0.0
27380,,2,2,10.0,0,0.0
27385,,2,2,20.0,0,0.0
27390,,2,2,30.0,0,0.0
27395,,2,2,40.0,0,0.0
27400,,3,2,50.0,0,0.0
27405,,0,0,0.0,3,8.0
27410,,0,0,0.0,5,26.0
27415,,0,0,0.0,7,56.0
27420,,0,0,0.0,10,99.0
27425,,0,0,0.0,10,149.0
27430,,0,0,0.0,10,199.0
27435,,0,0,0.0,10,249.0
27440,,0,0,0.0,10,299.0
27445,,0,0,0.0,10,349.0
27450,,1,0,0.0,10,399.0
27455,,2,0,0.0,5,198.0
27460,,2,0,0.0,1,41.0
27465,,2,0,0.0,0,0.0
27470,,2,0,0.0,0,0.0
27475,,2,2,3.0,0,0.0
27480,,2,3,15.0,0,0.0
27485,,2,3,30.0,0,0.0
27490,,2,3,45.0,0,0.0
27495,,2,5,68.0,0,0.0
27500,,3,7,99.0,0,0.0
27505,,0,1,4.0,1,1.0
27510,,0,0,0.0,3,12.0
27515,,0,0,0.0,6,36.0
27520,,0,0,0.0,9,75.0
27525,,0,0,0.0,9,120.0
27530,,0,0,0.0,9,165.0
27535,,0,0,0.0,9,210.0
27540,,0,0,0.0,9,255.0
27545,,0,0,0.0,9,300.0
27550,,1,0,0.0,9,345.0
27555,,2,1,5.0,4,155.0
27560,,2,1,10.0,0,0.0
27565,,2,1,15.0,0,0.0
27570,,2,1,20.0,0,0.0
27575,,2,1,25.0,0,0.0
27580,,2,2,33.0,0,0.0
27585,,2,3,47.0,0,0.0
27590,,2,4,67.0,0,0.0
27595,,2,4,87.0,0,0.0
27600,,3,4,107.0,0,0.0
27605,,0,0,0.0,2,3.0
27610,,0,0,0.0,5,21.0
27615,,0,0,0.0,7,51.0
27620,,0,0,0.0,10,95.0
27625,,0,0,0.0,10,145.0
27630,,0,0,0.0,10,195.0
27635,,0,0,0.0,10,245.0
27640,,0,0,0.0,10,295.0
27645,,0,0,0.0,10,345.0
27650,,1,0,0.0,10,395.0
27655,,2,0,0.0,5,199.0
27660,,2,0,0.0,1,41.0
27665,,2,1,3.0,0,0.0
27670,,2,1,8.0,0,0.0
27675,,2,2,15.0,0,0.0
27680,,2,4,30.0,0,0.0
27685,,2,6,54.0,0,0.0
27690,,2,7,87.0,0,0.0
27695,,2,10,129.0,0,0.0
27700,,3,10,179.0,0,0.0
27705,,0,2,33.0,3,8.0
27710,,0,0,0.0,5,28.0
27715,,0,0,0.0,8,60.0
27720,,0,0,0.0,10,105.0
27725,,0,0,0.0,10,155.0
27730,,0,0,0.0,10,205.0
27735,,0,0,0.0,10,255.0
27740,,0,0,0.0,10,305.0
27745,,0,0,0.0,10,355.0
27750,,1,0,0.0,10,405.0
27755,,2,0,0.0,5,202.0
27760,,2,0,0.0,0,0.0
27765,,2,0,0.0,0,0.0
27770,,2,1,3.0,0,0.0
27775,,2,2,12.0,0,0.0
27780,,2,2,22.0,0,0.0
27785,,2,2,32.0,0,0.0
27790,,2,2,42.0,0,0.0
27795,,2,2,52.0,0,0.0
27800,,3,2,62.0,0,0.0
27805,,0,0,0.0,1,4.0
27810,,0,0,0.0,4,18.0
27815,,0,0,0.0,7,47.0
27820,,0,0,0.0,10,88.0
27825,,0,0,0.0,10,138.0
27830,,0,0,0.0,10,188.0
27835,,0,0,0.0,10,238.0
27840,,0,0,0.0,10,288.0
27845,,0,0,0.0,10,338.0
27850,,1,0,0.0,10,388.0
27855,,2,0,0.0,5,195.0
27860,,2,0,0.0,0,0.0
27865,,2,0,0.0,0,0.0
27870,,2,0,0.0,0,0.0
27875,,2,2,6.0,0,0.0
27880,,2,4,19.0,0,0.0
27885,,2,5,42.0,0,0.0
27890,,2,6,70.0,0,0.0
27895,,2,9,113.0,0,0.0
27900,,3,9,158.0,0,0.0
27905,,0,1,15.0,3,6.0
27910,,0,0,0.0,5,26.0
27915,,0,0,0.0,9,61.0
27920,,0,0,0.0,10,110.0
27925,,0,0,0.0,10,160.0
27930,,0,0,0.0,10,210.0
27935,,0,0,0.0,10,260.0
27940,,0,0,0.0,10,310.0
27945,,0,0,0.0,10,360.0
27950,,1,0,0.0,10,410.0
27955,,2,0,0.0,5,209.0
27960,,2,0,0.0,0,0.0
27965,,2,0,0.0,0,0.0
27970,,2,2,4.0,0,0.0
27975,,2,2,14.0,0,0.0
27980,,2,2,24.0,0,0.0
27985,,2,3,36.0,0,0.0
27990,,2,3,51.0,0,0.0
27995,,2,3,66.0,0,0.0
28000,,3,3,81.0,0,0.0
28005,,0,0,0.0,2,5.0
28010,,0,0,0.0,4,20.0
28015,,0,0,0.0,7,47.0
28020,,0,0,0.0,9,88.0
28025,,0,0,0.0,10,138.0
28030,,0,0,0.0,10,188.0
28035,,0,0,0.0,10,238.0
28040,,0,0,0.0,10,288.0
28045,,0,0,0.0,10,338.0
28050,,1,0,0.0,10,388.0
28055,,2,0,0.0,5,194.0
28060,,2,0,0.0,1,40.0
28065,,2,1,5.0,0,0.0
28070,,2,3,13.0,0,0.0
28075,,2,5,30.0,0,0.0
28080,,2,7,60.0,0,0.0
28085,,2,9,99.0,0,0.0
28090,,2,10,149.0,0,0.0
28095,,2,10,199.0,0,0.0
28100,,3,10,249.0,0,0.0
28105,,0,2,41.0,1,2.0
28110,,0,0,0.0,3,14.0
28115,,0,0,0.0,5,37.0
28120,,0,0,0.0,8,73.0
28125,,0,0,0.0,10,122.0
28130,,0,0,0.0,10,172.0
28135,,0,0,0.0,10,222.0
28140,,0,0,0.0,10,272.0
28145,,0,0,0.0,10,322.0
28150,,1,0,0.0,10,372.0
28155,,2,0,0.0,5,185.0
28160,,2,0,0.0,0,0.0
28165,,2,1,1.0,0,0.0
28170,,2,1,6.0,0,0.0
28175,,2,2,15.0,0,0.0
28180,,2,2,25.0,0,0.0
28185,,2,2,35.0,0,0.0
28190,,2,2,45.0,0,0.0
28195,,2,2,55.0,0,0.0
28200,,3,2,65.0,0,0.0
28205,,0,0,0.0,0,0.0
28210,,0,0,0.0,3,9.0
28215,,0,0,0.0,5,31.0
28220,,0,0,0.0,8,67.0
28225,,0,0,0.0,10,115.0
28230,,0,0,0.0,10,165.0
28235,,0,0,0.0,10,215.0
28240,,0,0,0.0,10,265.0
28245,,0,0,0.0,10,315.0
28250,,1,0,0.0,10,365.0
28255,,2,0,0.0,5,184.0
28260,,2,0,0.0,0,0.0
28265,,2,0,0.0,0,0.0
28270,,2,1,4.0,0,0.0
28275,,2,2,14.0,0,0.0
28280,,2,4,30.0,0,0.0
28285,,2,7,59.0,0,0.0
28290,,2,8,97.0,0,0.0
28295,,2,9,138.0,0,0.0
28300,,3,9,183.0,0,0.0
28305,,0,0,0.0,1,3.0
28310,,0,0,0.0,1,8.0
28315,,0,0,0.0,3,19.0
28320,,0,0,0.0,3,34.0
28325,,0,0,0.0,3,49.0
28330,,0,0,0.0,3,64.0
28335,,0,0,0.0,4,83.0
28340,,0,0,0.0,4,103.0
28345,,0,0,0.0,4,123.0
28350,,1,0,0.0,4,143.0
28355,,2,0,0.0,0,0.0
28360,,2,1,5.0,0,0.0
28365,,2,1,10.0,0,0.0
28370,,2,1,15.0,0,0.0
28375,,2,2,24.0,0,0.0
28380,,2,2,34.0,0,0.0
28385,,2,2,44.0,0,0.0
28390,,2,3,59.0,0,0.0
28395,,2,3,74.0,0,0.0
28400,,3,3,89.0,0,0.0
28405,,0,0,0.0,0,0.0
28410,,0,0,0.0,0,0.0
28415,,0,0,0.0,1,2.0
28420,,0,0,0.0,3,14.0
28425,,0,0,0.0,3,29.0
28430,,0,0,0.0,3,44.0
28435,,0,0,0.0,3,59.0
28440,,0,0,0.0,4,76.0
28445,,0,0,0.0,4,96.0
28450,,1,0,0.0,4,116.0
28455,,2,1,2.0,0,0.0
28460,,2,1,7.0,0,0.0
28465,,2,1,12.0,0,0.0
28470,,2,2,21.0,0,0.0
28475,,2,2,31.0,0,0.0
28480,,2,4,46.0,0,0.0
28485,,2,5,71.0,0,0.0
28490,,2,6,100.0,0,0.0
28495,,2,6,130.0,0,0.0
28500,,3,7,163.0,0,0.0
28505,,0,0,0.0,0,0.0
28510,,0,0,0.0,0,0.0
28515,,0,0,0.0,0,0.0
28520,,0,0,0.0,0,0.0
28525,,0,0,0.0,0,0.0
28530,,0,0,0.0,0,0.0
28535,,0,0,0.0,2,6.0
28540,,0,0,0.0,2,16.0
28545,,0,0,0.0,2,26.0
28550,,1,0,0.0,2,36.0
28555,,2,0,0.0,0,0.0
28560,,2,0,0.0,0,0.0
28565,,2,0,0.0,0,0.0
28570,,2,0,0.0,0,0.0
28575,,2,1,3.0,0,0.0
28580,,2,1,8.0,0,0.0
28585,,2,1,13.0,0,0.0
28590,,2,1,18.0,0,0.0
28595,,2,1,23.0,0,0.0
28600,,3,2,29.0,0,0.0
28605,,0,0,0.0,0,0.0
28610,,0,0,0.0,0,0.0
28615,,0,0,0.0,0,0.0
28620,,0,0,0.0,0,0.0
28625,,0,0,0.0,0,0.0
28630,,0,0,0.0,0,0.0
28635,,0,0,0.0,0,0.0
28640,,0,0,0.0,1,5.0
28645,,0,0,0.0,2,14.0
28650,,1,0,0.0,4,30.0
28655,,2,0,0.0,0,0.0
28660,,2,0,0.0,0,0.0
28665,,2,0,0.0,0,0.0
28670,,2,2,9.0,0,0.0
28675,,2,3,23.0,0,0.0
28680,,2,5,47.0,0,0.0
28685,,2,5,72.0,0,0.0
28690,,2,6,100.0,0,0.0
28695,,2,6,130.0,0,0.0
28700,,3,6,160.0,0,0.0
28705,,0,0,0.0,1,5.0
28710,,0,0,0.0,2,12.0
28715,,0,0,0.0,2,22.0
28720,,0,0,0.0,3,37.0
28725,,0,0,0.0,4,56.0
28730,,0,0,0.0,4,76.0
28735,,0,0,0.0,4,96.0
28740,,0,0,0.0,4,116.0
28745,,0,0,0.0,4,136.0
28750,,1,0,0.0,4,156.0
28755,,2,0,0.0,1,1.0
28760,,2,0,0.0,0,0.0
28765,,2,0,0.0,0,0.0
28770,,2,1,4.0,0,0.0
28775,,2,1,9.0,0,0.0
28780,,2,1,14.0,0,0.0
28785,,2,1,19.0,0,0.0
28790,,2,2,27.0,0,0.0
28795,,2,2,37.0,0,0.0
28800,,3,2,47.0,0,0.0
28805,,0,0,0.0,0,0.0
28810,,0,0,0.0,0,0.0
28815,,0,0,0.0,0,0.0
28820,,0,0,0.0,0,0.0
28825,,0,0,0.0,1,4.0
28830,,0,0,0.0,1,9.0
28835,,0,0,0.0,2,18.0
28840,,0,0,0.0,2,28.0
28845,,0,0,0.0,2,38.0
28850,,1,0,0.0,2,48.0
28855,,2,0,0.0,0,0.0
28860,,2,0,0.0,0,0.0
28865,,2,0,0.0,0,0.0
28870,,2,0,0.0,0,0.0
28875,,2,2,4.0,0,0.0
28880,,2,4,20.0,0,0.0
28885,,2,5,41.0,0,0.0
28890,,2,5,66.0,0,0.0
28895,,2,5,91.0,0,0.0
28900,,3,5,116.0,0,0.0
28905,,0,0,0.0,0,0.0
28910,,0,0,0.0,0,0.0
28915,,0,0,0.0,0,0.0
28920,,0,0,0.0,0,0.0
28925,,0,0,0.0,0,0.0
28930,,0,0,0.0,0,0.0
28935,,0,0,0.0,0,0.0
28940,,0,0,0.0,0,0.0
28945,,0,0,0.0,1,5.0
28950,,1,0,0.0,2,12.0
28955,,2,1,4.0,0,0.0
28960,,2,1,9.0,0,0.0
28965,,2,1,14.0,0,0.0
28970,,2,1,19.0,0,0.0
28975,,2,2,29.0,0,0.0
28980,,2,2,39.0,0,0.0
28985,,2,4,54.0,0,0.0
28990,,2,4,74.0,0,0.0
28995,,2,6,102.0,0,0.0
29000,,3,7,133.0,0,0.0
29005,,0,0,0.0,0,0.0
29010,,0,0,0.0,0,0.0
29015,,0,0,0.0,0,0.0
29020,,0,0,0.0,0,0.0
29025,,0,0,0.0,0,0.0
29030,,0,0,0.0,0,0.0
29035,,0,0,0.0,1,4.0
29040,,0,0,0.0,1,9.0
29045,,0,0,0.0,2,19.0
29050,,1,0,0.0,3,30.0
29055,,2,0,0.0,0,0.0
29060,,2,0,0.0,0,0.0
29065,,2,0,0.0,0,0.0
29070,,2,1,2.0,0,0.0
29075,,2,2,9.0,0,0.0
29080,,2,3,23.0,0,0.0
29085,,2,4,41.0,0,0.0
29090,,2,4,61.0,0,0.0
29095,,2,4,81.0,0,0.0
29100,,3,4,101.0,0,0.0
29105,,0,0,0.0,0,0.0
29110,,0,0,0.0,1,3.0
29115,,0,0,0.0,2,10.0
29120,,0,0,0.0,4,27.0
29125,,0,0,0.0,4,47.0
29130,,0,0,0.0,4,67.0
29135,,0,0,0.0,4,87.0
29140,,0,0,0.0,5,108.0
29145,,0,0,0.0,8,141.0
29150,,1,0,0.0,9,184.0
29155,,2,0,0.0,4,46.0
29160,,2,1,2.0,0,0.0
29165,,2,3,16.0,0,0.0
29170,,2,5,38.0,0,0.0
29175,,2,5,63.0,0,0.0
29180,,2,5,88.0,0,0.0
29185,,2,5,113.0,0,0.0
29190,,2,7,143.0,0,0.0
29195,,2,7,178.0,0,0.0
29200,,3,8,217.0,0,0.0
29205,,0,0,0.0,0,0.0
29210,,0,0,0.0,1,3.0
29215,,0,0,0.0,2,9.0
29220,,0,0,0.0,2,19.0
29225,,0,0,0.0,2,29.0
29230,,0,0,0.0,3,40.0
29235,,0,0,0.0,4,60.0
29240,,0,0,0.0,4,80.0
29245,,0,0,0.0,5,101.0
29250,,1,0,0.0,5,126.0
